2021-08-19 12:22:24.917  INFO [PensionDisburesmentService,,] 9620 --- [restartedMain] nsionDisbursementMicroserviceApplication : Starting PensionDisbursementMicroserviceApplication using Java 16.0.1 on DESKTOP-UBQ4MP1 with PID 9620 (C:\Users\Sanyam\Desktop\CTS-final-viva\PensionManagement\pension-disbursement-microservice\target\classes started by Sanyam in C:\Users\Sanyam\Desktop\CTS-final-viva\PensionManagement\pension-disbursement-microservice)
2022-05-18 17:09:31.962  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.service.PensionDisbrusmentService    : STARTED - inputBankCharge
2022-05-18 17:09:31.963  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.service.PensionDisbrusmentService    : END - inputBankCharge - private - true
2022-05-18 17:09:31.963  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.service.PensionDisbrusmentService    : STARTED - calculatePension
2022-05-18 17:09:31.963  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.service.PensionDisbrusmentService    : END - calculatePension
2022-05-18 17:09:31.963  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.service.PensionDisbrusmentService    : END - statusCode - fail
2022-05-18 17:09:31.963  INFO [PensionDisburesmentService,f9f05f2d67972fe4,64ab6886423afe64] 17504 --- [http-nio-9083-exec-1] c.c.c.PensionerDisbrusmentConroller      : END - getPensionDisbursement
2022-05-18 17:34:53.186  INFO [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] inMXBeanRegistrar$SpringApplicationAdmin : Application shutdown requested.
2022-05-18 17:34:53.276  INFO [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2022-05-18 17:34:53.280  INFO [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] .SchemaDropperImpl$DelayedDropActionImpl : HHH000477: Starting delayed evictData of schema as part of SessionFactory shut-down'
2022-05-18 17:34:53.490  WARN [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] o.s.b.f.support.DisposableBeanAdapter    : Invocation of destroy method failed on bean with name 'inMemoryDatabaseShutdownExecutor': org.h2.jdbc.JdbcSQLNonTransientConnectionException: Database is already closed (to disable automatic closing at VM shutdown, add ";DB_CLOSE_ON_EXIT=FALSE" to the db URL) [90121-200]
2022-05-18 17:34:54.495  INFO [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] com.zaxxer.hikari.HikariDataSource       : HikariPool-2 - Shutdown initiated...
2022-05-18 17:34:54.501  INFO [PensionDisburesmentService,,] 17504 --- [RMI TCP Connection(73)-127.0.0.1] com.zaxxer.hikari.HikariDataSource       : HikariPool-2 - Shutdown completed.
2022-05-18 17:56:54.591  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] nsionDisbursementMicroserviceApplication : Starting PensionDisbursementMicroserviceApplication using Java 17.0.2 on LAPTOP-3BOKUJ1Q with PID 5216 (C:\Users\hp\git\PensionManagementSystem\pension-disbursement-microservice\target\classes started by hp in C:\Users\hp\git\PensionManagementSystem\pension-disbursement-microservice)
2022-05-18 17:56:54.629  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] nsionDisbursementMicroserviceApplication : No active profile set, falling back to default profiles: default
2022-05-18 17:56:55.170  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2022-05-18 17:56:55.171  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] .e.DevToolsPropertyDefaultsPostProcessor : For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2022-05-18 17:57:02.747  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2022-05-18 17:57:02.864  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 52 ms. Found 0 JPA repository interfaces.
2022-05-18 17:57:04.227  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.cloud.context.scope.GenericScope     : BeanFactory id=de0ab27a-967f-3f99-93ef-47463521ea75
2022-05-18 17:57:15.845  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 9083 (http)
2022-05-18 17:57:15.876  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2022-05-18 17:57:15.877  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.50]
2022-05-18 17:57:16.554  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2022-05-18 17:57:16.555  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] w.s.c.ServletWebServerApplicationContext : Root WebApplicationContext: initialization completed in 21383 ms
2022-05-18 17:57:16.844  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Starting...
2022-05-18 17:57:17.650  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Start completed.
2022-05-18 17:57:17.702  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.b.a.h2.H2ConsoleAutoConfiguration    : H2 console available at '/h2-console'. Database available at 'jdbc:h2:mem:c44d8dfa-fce7-409f-b84b-7d314b1da3ad'
2022-05-18 17:57:19.235  WARN [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.c.s.a.z.ZipkinAutoConfiguration      : Check result of the [RestTemplateSender{http://localhost:9411/api/v2/spans}] contains an error [CheckResult{ok=false, error=org.springframework.web.client.ResourceAccessException: I/O error on POST request for "http://localhost:9411/api/v2/spans": Connection refused: no further information; nested exception is java.net.ConnectException: Connection refused: no further information}]
2022-05-18 17:57:20.029  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.hibernate.jpa.internal.util.LogHelper  : HHH000204: Processing PersistenceUnitInfo [name: default]
2022-05-18 17:57:21.272  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] org.hibernate.Version                    : HHH000412: Hibernate ORM core version 5.4.32.Final
2022-05-18 17:57:29.253  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.hibernate.annotations.common.Version   : HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2022-05-18 17:57:33.933  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] org.hibernate.dialect.Dialect            : HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2022-05-18 17:57:37.587  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator       : HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2022-05-18 17:57:37.780  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] j.LocalContainerEntityManagerFactoryBean : Initialized JPA EntityManagerFactory for persistence unit 'default'
2022-05-18 17:57:38.243  WARN [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : Unable to start LiveReload server
2022-05-18 17:57:39.135  WARN [PensionDisburesmentService,,] 5216 --- [restartedMain] JpaBaseConfiguration$JpaWebConfiguration : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2022-05-18 17:57:58.689  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 9083 (http) with context path ''
2022-05-18 17:57:59.913  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2022-05-18 17:57:59.997  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2022-05-18 17:58:00.082  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2022-05-18 17:58:01.047  INFO [PensionDisburesmentService,,] 5216 --- [restartedMain] nsionDisbursementMicroserviceApplication : Started PensionDisbursementMicroserviceApplication in 69.209 seconds (JVM running for 71.93)
